Movie name,Description,Genre
Homeward Bound II: Lost in San Francisco,"  pets accidentally get separated   vacationing owners, chance, shadow,  say navigate  mean streets  san francisco, trying  find  home across  golden gate bridge.   road  blocked   series  hazards,  man  beast.","Adventure, Comedy, Drama, Family"
The Last Man on Earth,"  disease turns   humanity   living dead,  last man  earth becomes  reluctant vampire hunter.","Science Fiction, Horror"
Big Stan, weak con man panics   learns  going  prison  fraud.  hires  mysterious martial arts guru  helps transform    martial arts expert   fight  inmates  want  hurt  love him.,"Comedy, Crime"
Big Stan, weak con man panics   learns  going  prison  fraud.  hires  mysterious martial arts guru  helps transform    martial arts expert   fight  inmates  want  hurt  love him.,"Comedy, Crime"
The Burning Plain," trailer  burning   middle   plain.  bodies  two adulterous lovers  found. scenes   families,     dramatic events, suggest  unusual connection  them.     secret?","Drama, Romance, Crime"
Strictly Ballroom,"brave new steps put scott's career  jeopardy.   new partner  determination,   still succeed?","Comedy, Drama, Romance"
Night at the Museum,"chaos reigns   natural history museum  night watchman larry dale accidentally stirs   ancient curse, awakening attic  hun,  army  gladiator,  tyrannosaurus rex   exhibits.","Action, Adventure, Comedy, Family, Fantasy"
The Lord of the Rings, fellowship   ring embark   journey  destroy  one ring  end patron's reign  middle-earth.,"Adventure, Animation, Fantasy"
100 Things,"best friends toni  paul decide  relinquish    belongings  100 days, whereby  receive one   items back   day.   challenge  two realize,    thing  cannot  without   friendship.  story  contemporary materialism   quest   truly important things  life.","Comedy, Drama"
Dragged Across Concrete,"two policemen, one  old-timer,    volatile younger partner, find  suspended   video   strong-arm tactics becomes  media's cause du jour. low  cash     options,  two embittered soldiers descend   criminal underworld  gain   due,  instead find far    wanted awaiting    shadows.","Crime, Action, Thriller"
Stay,"psychiatrist sam foster   new patient, henry lethal,  claims   suicidal.  trying  diagnose him, sam visits henry's prior therapist  also finds henry's mother -- even though henry  said   murdered    parents.  reality starts  contradict fact, sam spirals   unstable mental state.   finds  clue      henry may try  kill himself,  races  try  stop him.","Mystery, Thriller, Drama"
Australia,"set  northern australia  world war ii,  english aristocrat  inherits  sprawling ranch reluctantly parts   stock-man  order  protect  new property   takeover plot.   pair drive 2,000 head  cattle  forgiving landscape,  experience  bombing  darwin  japanese forces firsthand.","Adventure, Romance, Drama"
Ghostbusters II, discovery   massive river  cytoplasm   resurgence  spectral activity allows  staff  ghostbusters  revive  business.,"Comedy, Fantasy"
A Haunting in Venice,"celebrated south hercules point,  retired  living  self-imposed exile  venice, reluctantly attends  halloween séance   decaying, haunted palazzo.  one   guests  murdered,  detective  thrust   sinister world  shadows  secrets.","Mystery, Thriller, Crime"
Hanna,"raised   father,  ex-cia agent,   wild  finland, hanna's upbringing   geared  making   perfect assassin. sent   world   father   mission, hanna journeys across europe, leading agents dispatched     ruthless intelligence operative.   nears  ultimate target, hanna faces startling revelations   existence.","Action, Thriller, Adventure"
Walk Hard: The Dewey Cox Story,"following  childhood tragedy, dewey cox follows  long  winding road  music stardom. dewey perseveres  changing musical styles,  addiction  nearly every drug known  bouts  uncontrollable rage.","Comedy, Music"
The Lord of the Rings: The War of the Rohirrim," sudden attack  wolf,  clever  traitors lord  roman seeking vengeance   death   father, forces helm hammerhand,  king  roman,   people  make  daring last stand   ancient stronghold   hornburg.","Animation, Fantasy, Adventure, Action"
Nothing to Hide," spice   dinner party, old friends agree  share every private message  pops    phones --  disastrous results.","Drama, Comedy"
The Last Word," retired businesswoman –  tries  control everything around  – decides  write   obituary.  young journalist takes   task  finding   truth,   result   life-altering friendship.","Comedy, Drama"
The Diary of a Teenage Girl,"minine gesetze   15-year-old aspiring comic-book artist, coming  age   haze   1970s  san francisco. invariably curious   world around her, minine   pretty typical teenage girl. oh, except  she’s sleeping   mother’s boyfriend.","Drama, Romance, Comedy"
The Crucible, salem resident attempts  frame  ex-lover's wife    witch   middle   1692 witchcraft trials.,"Drama, History"
House of Gucci," patricia reggiani,  outsider  humble beginnings, marries   gcc family,  unabridged ambition begins  unravel  family legacy  triggers  reckless spiral  betrayal, cadence, revenge,  ultimately… murder.","Drama, Crime, History"
Bleach,"high school student ichi kurosaki lives  ordinary life, besides  able  see ghosts   blurry memories   mother's death  strange circumstances     kid.  peaceful world suddenly breaks   meets ria kuchiki,  god  death.","Action, Fantasy, Adventure"
Bernie," small-town texas, fable  popular mortician bernie tied strikes   friendship  marjorie agent,  wealthy widow well known   sour attitude.   becomes controlling  abusive, bernie goes  great lengths  remove    grasp.","Comedy, Crime, Drama"
The Masque of the Red Death," european prince terrorists  local peasantry  using  castle   refuge   ""red death"" plague  stalks  land.","Drama, Horror"
My Best Friend's Wedding,"  receives word   longtime platonic pal michael o'neal  getting married  debutant kimberly wallace, food critic julian potter realizes  true feelings  michael --  sets   sabotage  wedding.","Comedy, Romance"
Love Lies Bleeding,"reclusive gym manager lou falls hard  jackie,  ambitious bodybuilder headed  town  las vegas  pursuit   dream.   love ignites violence, pulling  deep   web  lou’s criminal family.","Crime, Romance, Thriller, Drama"
They Cloned Tyrone, series  eerie events thrust  unlikely trio onto  trail   nefarious government conspiracy lurking directly beneath  neighborhood.,"Comedy, Science Fiction, Mystery"
It Follows," carefree teenager jay sleeps   older boyfriend   first time,  learns     latest recipient   fatal curse   passed  victim  victim via sexual intercourse. death, jay learns,  creep inexorably toward   either  friend   stranger. jay's friends  believe  seemingly paranoid ratings,    begin  see  phantom assassins  band together  help  defend herself.","Horror, Mystery"
The Rat Catcher,"  english village,  reporter   mechanic listen   ratcatcher explain  clever plan  outfit  prey.",Comedy
Aquaman and the Lost Kingdom,"black manga seeks revenge  aquaman   father's death. wielding  black trident's power,  becomes  formidable foe.  defend atlantis, arthur (aquaman) forges  alliance   imprisoned brother.  must protect  kingdom.","Action, Adventure, Fantasy"
Ender's Game,"based   classic novel  arson scott card, under's game   story   earth's  gifted children training  defend  homeplanet   space wars   future.","Science Fiction, Action, Adventure"
Recess: School's Out," school year  finally ending,  t.j. detweiler  looking forward  summer.  boredom quickly sets    friends leave  camp —  t.j. uncovers  evil plot   away  summer vacation!  crazy former principal, dr. benedict,  planning  use  laser beam  alter  weather  create permanent winter. faced   dire threat  year-round school, t.j. rounds   recess gang  bands together   unexpected allies — miss sister  principal prickly —   nonstop adventure  save everyone's summer break.   kids discover  heroes inside themselves,  platoon  wacky characters, far-out music,  sci-fi surprises turn  marca mission   major victory  fun!","Family, Animation, Comedy"
Find Me Guilty,"based   true story  jack dinorscio,  mobster  defended   court   would   longest mafia trial  u.s. history.","Comedy, Crime, Drama"
Igby Goes Down,"iggy succumb,  rebellious  sarcastic 17-year-old boy,   war   stirling world  old money privilege   born into.   schizophrenic father,  self-absorbed, distant mother,   shark-like young republican big brother, iggy figures  must   better life   --  sets  finding it.","Comedy, Drama"
Vampire Hunter D,"  far-future time ruled   supernatural,  young girl requests  help   vampire hunter  kill  vampire   bitten   thus prevent   becoming  vampire herself.","Animation, Fantasy, Horror"
You Only Live Twice, mysterious spacecraft captures russian  american space capsules  brings  two superpowers   brink  war. james bond investigates  case  japan  comes face  face   archenemy blofeld.,"Action, Thriller, Adventure"
Retribution,"  mysterious caller plants  bomb   car seat,  bank executive begins  high-speed chase across  city  complete  specific series  tasks —    kids trapped   back seat.","Thriller, Action, Adventure"
Sergio," sweeping drama set   chaotic aftermath   us invasion  iraq,   life  top un diplomat brazilian sérgio sierra de cello hangs   balance    treacherous mission   career.",Drama
